City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Port Alberni,49.2413,-124.8028,53.92,94,100,1.01,CA,2021-09-29 14:45:07
297,Santa Cruz,-17.8,-63.1667,90.86,51,20,4.61,BO,2021-09-29 14:48:22
298,Shibganj,24.6829,88.1598,75.94,92,100,7.43,BD,2021-09-29 14:48:22
299,Otjiwarongo,-20.4637,16.6477,86.59,12,33,18.79,NA,2021-09-29 14:48:22
300,Dwarka,22.2394,68.9678,85.93,79,100,8.93,IN,2021-09-29 14:48:23
301,Hay River,60.8156,-115.7999,46.38,87,75,9.22,CA,2021-09-29 14:48:23
302,Merauke,-8.4667,140.3333,77.85,85,100,12.35,ID,2021-09-29 14:48:23
303,Fagernes,60.9858,9.2324,50.92,97,100,2.73,NO,2021-09-29 14:48:24
304,Ratnagiri,16.9833,73.3,78.37,89,100,8.03,IN,2021-09-29 14:48:24
305,Cockburn Town,21.4612,-71.1419,83.3,71,67,6.58,TC,2021-09-29 14:48:26
306,Bograd,54.2344,90.8328,42.55,59,78,4.79,RU,2021-09-29 14:48:26
307,Lagoa,39.05,-27.9833,71.56,87,0,11.92,PT,2021-09-29 14:48:26
308,Chengde,40.9725,117.9361,56.34,74,6,2.37,CN,2021-09-29 14:48:27
309,Ahuimanu,21.4447,-157.8378,76.75,72,20,8.05,US,2021-09-29 14:48:27
310,Cananea,30.95,-110.3,64.78,65,0,6.96,MX,2021-09-29 14:48:27
311,Iaciara,-14.0958,-46.6317,100.9,17,7,3.06,BR,2021-09-29 14:48:28
312,Gillette,44.2911,-105.5022,46.06,83,90,13.0,US,2021-09-29 14:45:29
313,Lima,-12.0432,-77.0282,59.14,94,90,5.75,PE,2021-09-29 14:43:29
314,Portland,45.5234,-122.6762,50.95,94,20,1.01,US,2021-09-29 14:45:39
315,Alugan,12.2188,125.4808,79.81,86,95,2.73,PH,2021-09-29 14:48:28
316,Barinas,8.6226,-70.2075,80.29,59,79,3.27,VE,2021-09-29 14:48:29
317,Havre-Saint-Pierre,50.2334,-63.5986,55.76,62,1,10.36,CA,2021-09-29 14:44:09
318,Olafsvik,64.8945,-23.7142,39.31,95,100,6.04,IS,2021-09-29 14:48:29
319,Beringovskiy,63.05,179.3167,28.74,82,100,24.79,RU,2021-09-29 14:48:29
320,Tuatapere,-46.1333,167.6833,39.81,88,98,8.61,NZ,2021-09-29 14:48:29
321,San Borja,-14.8167,-66.85,97.39,34,9,4.99,BO,2021-09-29 14:48:30
322,Chimbote,-9.0853,-78.5783,66.99,76,13,8.66,PE,2021-09-29 14:44:28
323,Belle Fourche,44.6714,-103.8522,54.9,68,100,14.36,US,2021-09-29 14:48:30
324,Ilhabela,-23.7781,-45.3581,76.12,73,78,8.05,BR,2021-09-29 14:48:31
325,Gubkinskiy,64.434,76.5026,33.78,73,28,7.27,RU,2021-09-29 14:48:31
326,Ovalle,-30.5983,-71.2003,79.77,17,77,4.76,CL,2021-09-29 14:48:31
327,Palu,-0.8917,119.8707,76.64,95,43,2.19,ID,2021-09-29 14:48:32
328,Huarmey,-10.0681,-78.1522,66.18,77,68,7.81,PE,2021-09-29 14:48:32
329,Guangshui,31.6199,113.9978,68.18,78,0,4.07,CN,2021-09-29 14:48:33
330,Cabra,37.4725,-4.4421,90.84,28,46,1.01,ES,2021-09-29 14:48:33
331,Farafangana,-22.8167,47.8333,72.95,78,7,14.18,MG,2021-09-29 14:48:33
332,Pangnirtung,66.1451,-65.7125,30.2,86,90,5.75,CA,2021-09-29 14:48:34
333,Along,28.1667,94.7667,73.35,98,65,1.19,IN,2021-09-29 14:48:34
334,Coahuayana,18.7333,-103.6833,76.48,74,92,1.34,MX,2021-09-29 14:48:34
335,Port Elizabeth,-33.918,25.5701,57.49,88,90,17.27,ZA,2021-09-29 14:46:15
336,Sabha,27.0377,14.4283,93.56,13,0,8.28,LY,2021-09-29 14:45:45
337,Bathsheba,13.2167,-59.5167,88.41,66,20,5.75,BB,2021-09-29 14:48:35
338,Kundiawa,-6.0167,144.9667,60.1,97,98,3.06,PG,2021-09-29 14:48:35
339,Kroya,-7.6331,109.2461,76.17,85,85,6.29,ID,2021-09-29 14:48:35
340,Hope,33.6671,-93.5916,73.45,86,100,5.17,US,2021-09-29 14:48:36
341,Kavaratti,10.5669,72.642,81.25,81,32,14.94,IN,2021-09-29 14:48:36
342,Lasa,46.6166,10.7002,68.88,79,93,3.04,IT,2021-09-29 14:48:29
343,Sinnamary,5.3833,-52.95,85.46,66,31,7.02,GF,2021-09-29 14:48:36
344,Soltsy,58.1239,30.3238,48.85,71,61,4.36,RU,2021-09-29 14:48:37
345,Burnie,-41.0667,145.9167,51.93,80,100,15.28,AU,2021-09-29 14:48:37
346,Slave Lake,55.2834,-114.769,31.98,93,1,2.3,CA,2021-09-29 14:48:37
347,Mancio Lima,-7.6142,-72.8958,84.27,79,75,3.44,BR,2021-09-29 14:48:37
348,Ambon,-3.6954,128.1814,77.14,94,40,9.22,ID,2021-09-29 14:48:38
349,Alofi,-19.0595,-169.9187,73.29,100,23,3.44,NU,2021-09-29 14:48:38
350,Huejuquilla El Alto,22.6,-103.8667,61.47,83,46,1.07,MX,2021-09-29 14:48:38
351,Deputatskiy,69.3,139.9,14.58,84,31,3.31,RU,2021-09-29 14:48:38
352,Kazachinskoye,57.6953,93.2761,37.36,78,100,5.01,RU,2021-09-29 14:48:39
353,Torbay,47.6666,-52.7314,67.75,94,90,4.61,CA,2021-09-29 14:45:23
354,Hauterive,46.0901,3.4459,70.56,75,85,8.43,FR,2021-09-29 14:48:39
355,Maues,-3.3836,-57.7186,94.89,41,87,4.05,BR,2021-09-29 14:47:49
356,Kipini,-2.5257,40.5262,82.69,85,82,14.58,KE,2021-09-29 14:48:40
357,Monrovia,6.3005,-10.7969,89.37,74,37,11.34,LR,2021-09-29 14:45:31
358,Mapastepec,15.4333,-92.9,84.49,66,98,2.91,MX,2021-09-29 14:48:40
359,Manhattan,40.7834,-73.9662,65.7,52,1,3.0,US,2021-09-29 14:48:41
360,Cabedelo,-6.9811,-34.8339,84.87,69,39,16.31,BR,2021-09-29 14:48:41
361,Japura,-0.3167,102.35,75.4,96,99,1.48,ID,2021-09-29 14:48:41
362,Grand Forks,47.9417,-97.4337,71.53,70,40,14.97,US,2021-09-29 14:48:42
363,Ridgecrest,35.6225,-117.6709,62.65,36,40,1.99,US,2021-09-29 14:47:58
364,Taboga,46.2663,13.1092,81.79,79,36,5.7,IT,2021-09-29 14:48:42
365,Aktau,43.65,51.2,55.98,49,54,16.22,KZ,2021-09-29 14:48:42
366,Lihula,58.6814,23.8453,53.64,75,67,5.41,EE,2021-09-29 14:48:43
367,Tahoua,14.8888,5.2692,96.46,29,100,15.03,NE,2021-09-29 14:48:43
368,Russkaya Polyana,49.417,31.9201,54.18,56,70,9.53,UA,2021-09-29 14:48:43
369,Ambilobe,-13.2,49.05,77.4,63,20,8.55,MG,2021-09-29 14:48:43
370,Porto Novo,6.4965,2.6036,85.82,64,98,11.3,BJ,2021-09-29 14:44:36
371,Aksarka,66.5606,67.7975,38.03,82,100,11.81,RU,2021-09-29 14:48:44
372,Zambezi,-13.5432,23.1047,95.09,16,74,3.4,ZM,2021-09-29 14:48:44
373,Cao Bang,22.6667,106.25,78.71,82,73,0.16,VN,2021-09-29 14:48:45
374,Kalaleh,37.3807,55.4916,74.8,60,75,9.22,IR,2021-09-29 14:48:45
375,Hounde,11.5,-3.5167,93.54,35,5,7.2,BF,2021-09-29 14:48:45
376,Olinda,-8.0089,-34.8553,83.93,74,40,14.97,BR,2021-09-29 14:47:08
377,Haines Junction,60.7522,-137.5108,22.95,93,61,2.3,CA,2021-09-29 14:48:46
378,Luderitz,-26.6481,15.1594,66.24,57,10,29.62,NA,2021-09-29 14:48:46
379,Yankton,42.8711,-97.3973,62.85,82,1,4.61,US,2021-09-29 14:48:47
380,Alice Springs,-23.7,133.8833,63.95,27,0,4.61,AU,2021-09-29 14:48:48
381,Kita,13.0349,-9.4895,91.27,48,0,4.97,ML,2021-09-29 14:48:50
382,Yeppoon,-23.1333,150.7333,67.78,76,100,11.36,AU,2021-09-29 14:48:50
383,Magadan,59.5667,150.8,30.87,65,91,8.86,RU,2021-09-29 14:48:50
384,Diamantino,-14.4086,-56.4461,98.87,29,47,4.09,BR,2021-09-29 14:48:51
385,Hays,30.0502,-98.0336,72.72,84,65,11.25,US,2021-09-29 14:48:51
386,Cherskiy,68.75,161.3,14.38,99,77,6.15,RU,2021-09-29 14:48:23
387,Sangar,63.9242,127.4739,33.33,57,4,2.3,RU,2021-09-29 14:48:52
388,Toora-Khem,52.4675,96.11,30.45,34,25,1.57,RU,2021-09-29 14:48:52
389,Montrose,38.4166,-108.2673,45.36,76,100,5.86,US,2021-09-29 14:48:52
390,Emmett,43.8735,-116.4993,46.94,78,4,1.99,US,2021-09-29 14:48:52
391,Puerto Escondido,15.85,-97.0667,82.98,71,70,2.75,MX,2021-09-29 14:46:17
392,Black Diamond,47.3087,-122.0032,52.86,89,72,4.83,US,2021-09-29 14:48:53
393,Coquimbo,-29.9533,-71.3436,58.73,77,20,11.5,CL,2021-09-29 14:48:53
394,Kysyl-Syr,63.8986,122.7617,26.94,94,25,4.9,RU,2021-09-29 14:48:53
395,Iralaya,15.0,-83.2333,80.69,71,69,0.83,HN,2021-09-29 14:48:54
396,Bukama,-9.2,25.85,88.68,39,49,5.14,CD,2021-09-29 14:48:54
397,Ouro Preto Do Oeste,-10.7481,-62.2158,97.81,32,40,4.7,BR,2021-09-29 14:48:54
398,Sabang,5.8933,95.3214,82.04,76,90,7.34,ID,2021-09-29 14:48:55
399,Aksha,50.2814,113.2867,31.51,76,96,4.99,RU,2021-09-29 14:48:55
400,Lierneux,50.2848,5.7924,55.6,78,8,4.0,BE,2021-09-29 14:48:56
401,College,64.8569,-147.8028,22.21,88,20,0.0,US,2021-09-29 14:48:56
402,Fevik,58.3794,8.6766,56.97,89,100,14.58,NO,2021-09-29 14:48:56
403,Tres Arroyos,-38.3739,-60.2798,64.2,45,3,16.15,AR,2021-09-29 14:48:57
404,Mujiayingzi,42.1167,118.7833,51.24,69,5,4.0,CN,2021-09-29 14:48:58
405,Gorin,51.1983,136.6669,54.75,81,100,3.6,RU,2021-09-29 14:48:58
406,Kuytun,54.3419,101.5036,32.77,75,98,1.72,RU,2021-09-29 14:48:59
407,Christchurch,-43.5333,172.6333,47.91,86,90,1.99,NZ,2021-09-29 14:46:40
408,Mortka,59.3322,66.0214,36.54,83,98,4.83,RU,2021-09-29 14:48:59
409,Shakawe,-18.3667,21.85,99.5,9,43,3.33,BW,2021-09-29 14:48:59
410,Kirchlengern,52.2,8.6333,55.42,79,100,18.01,DE,2021-09-29 14:48:11
411,Aquiraz,-3.9014,-38.3911,90.21,56,9,17.22,BR,2021-09-29 14:49:00
412,Bud,39.447,-86.1758,73.11,81,0,7.56,US,2021-09-29 14:49:00
413,Komsomolskiy,40.4272,71.7189,72.32,46,5,2.3,UZ,2021-09-29 14:49:01
414,Mecca,21.4267,39.8261,90.84,32,19,14.38,SA,2021-09-29 14:49:01
415,Burgeo,47.6167,-57.6152,52.83,86,100,20.78,CA,2021-09-29 14:49:01
416,Benguela,-12.5763,13.4055,75.87,69,10,12.55,AO,2021-09-29 14:49:02
417,Sakakah,29.9697,40.2064,96.37,18,0,3.42,SA,2021-09-29 14:49:02
418,Souillac,-20.5167,57.5167,73.78,73,40,9.22,MU,2021-09-29 14:49:03
419,Buin,-33.7333,-70.75,74.05,28,100,5.46,CL,2021-09-29 14:49:03
420,Kristiansund,63.1115,7.732,61.45,44,0,6.91,NO,2021-09-29 14:49:03
421,Mayo,38.8876,-76.5119,67.15,56,1,7.0,US,2021-09-29 14:49:04
422,Hobyo,5.3505,48.5268,80.31,74,4,25.17,SO,2021-09-29 14:49:04
423,Asau,46.4333,26.4,59.76,63,94,4.79,RO,2021-09-29 14:49:04
424,Santo Antonio Do Ica,-3.1022,-67.9397,75.29,93,100,1.41,BR,2021-09-29 14:49:05
425,Horodnytsya,50.807,27.3168,52.97,63,94,9.64,UA,2021-09-29 14:49:05
426,Kichera,55.9375,110.0997,31.69,77,24,5.14,RU,2021-09-29 14:49:05
427,Leningradskiy,69.3833,178.4167,27.61,97,100,19.8,RU,2021-09-29 14:49:06
428,Auki,-8.7676,160.7034,77.16,89,96,4.21,SB,2021-09-29 14:49:06
429,Siloam Springs,36.1881,-94.5405,78.3,73,20,4.0,US,2021-09-29 14:49:06
430,Tateyama,34.9833,139.8667,74.01,70,100,6.58,JP,2021-09-29 14:49:07
431,Strelka,58.0728,93.0344,37.2,80,100,4.88,RU,2021-09-29 14:49:07
432,Nichinan,31.6,131.3667,75.69,85,40,10.6,JP,2021-09-29 14:49:07
433,Camacha,33.0833,-16.3333,75.52,56,75,17.27,PT,2021-09-29 14:49:08
434,Bukachacha,52.9833,116.9167,32.61,79,100,2.68,RU,2021-09-29 14:49:08
435,Port-Gentil,-0.7193,8.7815,85.96,70,75,12.66,GA,2021-09-29 14:49:08
436,Teknaf,20.8624,92.3058,78.71,83,100,3.6,BD,2021-09-29 14:49:09
437,Sorong,-0.8833,131.25,79.61,85,84,6.51,ID,2021-09-29 14:49:09
438,Viransehir,37.2353,39.7631,82.27,21,0,7.47,TR,2021-09-29 14:49:09
439,Iranshahr,27.2025,60.6848,102.54,12,40,6.91,IR,2021-09-29 14:49:10
440,Igrim,63.1906,64.4162,37.85,83,100,2.21,RU,2021-09-29 14:49:10
441,Gambela,8.25,34.5833,76.12,84,99,3.8,ET,2021-09-29 14:49:10
442,Mount Gambier,-37.8333,140.7667,53.51,82,90,11.5,AU,2021-09-29 14:49:11
443,Ulaangom,49.9811,92.0667,36.88,63,9,1.21,MN,2021-09-29 14:49:11
444,Kula,38.5473,28.6498,74.59,28,8,9.48,TR,2021-09-29 14:49:11
445,Le Port,-20.9373,55.2919,73.62,75,33,6.93,RE,2021-09-29 14:46:55
446,Banda Aceh,5.5577,95.3222,79.88,80,93,5.19,ID,2021-09-29 14:49:12
447,Nuevo Ideal,24.8875,-105.0728,61.81,58,0,2.51,MX,2021-09-29 14:49:12
448,Manadhoo,5.7667,73.3833,82.35,78,100,11.5,MV,2021-09-29 14:49:12
449,Yashan,22.1975,109.9419,79.38,87,8,3.47,CN,2021-09-29 14:49:12
450,Waipawa,-41.4122,175.5153,53.02,77,58,16.33,NZ,2021-09-29 14:49:13
451,Hoorn,52.6431,5.0578,56.91,88,100,19.08,NL,2021-09-29 14:49:13
452,Havoysund,70.9963,24.6622,45.48,87,83,3.42,NO,2021-09-29 14:49:13
453,Kaabong,3.4836,34.1492,79.75,35,99,5.28,UG,2021-09-29 14:49:14
454,Millau,44.0833,2.9167,63.0,73,80,9.95,FR,2021-09-29 14:49:14
455,Morrisburg,44.9001,-75.1826,56.19,66,99,3.58,CA,2021-09-29 14:48:46
456,Acapulco,16.8634,-99.8901,81.37,76,92,2.39,MX,2021-09-29 14:49:14
457,Tecpan,14.7623,-90.9947,58.62,71,100,1.48,GT,2021-09-29 14:49:15
458,Isangel,-19.55,169.2667,72.59,83,93,13.58,VU,2021-09-29 14:49:15
459,Esso,55.9333,158.7,31.44,90,50,3.51,RU,2021-09-29 14:49:15
460,Arman,59.7,150.1667,30.25,65,79,7.34,RU,2021-09-29 14:49:16
461,Quelimane,-17.8786,36.8883,84.15,62,0,15.99,MZ,2021-09-29 14:49:16
462,Severo-Kurilsk,50.6789,156.125,49.91,91,59,5.46,RU,2021-09-29 14:49:16
463,Ballina,-28.8667,153.5667,67.96,80,90,14.97,AU,2021-09-29 14:49:17
464,Presidencia Roque Saenz Pena,-26.7852,-60.4388,69.66,77,100,7.05,AR,2021-09-29 14:49:17
465,Ihiala,5.8538,6.8603,79.02,83,100,1.14,NG,2021-09-29 14:49:17
466,Seymour,38.9592,-85.8903,75.27,82,0,1.99,US,2021-09-29 14:49:18
467,Fairbanks,64.8378,-147.7164,22.23,88,1,3.44,US,2021-09-29 14:46:36
468,Corowa,-36.0333,146.3833,58.32,96,100,10.04,AU,2021-09-29 14:49:18
469,Lewistown,40.5992,-77.5714,63.95,65,1,0.0,US,2021-09-29 14:49:19
470,Bikin,46.8161,134.26,56.84,97,7,3.04,RU,2021-09-29 14:49:19
471,Biu,10.6129,12.1946,79.3,67,100,4.27,NG,2021-09-29 14:49:19
472,Nyimba,-14.5566,30.8149,92.01,21,71,15.57,ZM,2021-09-29 14:49:19
473,Tirano,46.2154,10.1679,74.71,72,84,1.07,IT,2021-09-29 14:49:20
474,Half Moon Bay,37.4636,-122.4286,57.88,86,40,0.0,US,2021-09-29 14:49:20
475,Xuddur,4.1213,43.8894,88.88,35,95,14.7,SO,2021-09-29 14:49:20
476,Ulladulla,-35.35,150.4667,59.9,97,100,5.88,AU,2021-09-29 14:49:21
477,Suntar,62.1444,117.6319,28.4,91,29,4.45,RU,2021-09-29 14:49:21
478,Cocorit,27.5833,-109.9667,80.35,57,0,7.2,MX,2021-09-29 14:49:21
479,Sola,-13.8833,167.55,79.11,80,91,16.24,VU,2021-09-29 14:49:22
480,Tadine,-21.55,167.8833,70.21,74,77,14.36,NC,2021-09-29 14:49:22
481,Alta Floresta,-9.8756,-56.0861,87.62,62,0,5.75,BR,2021-09-29 14:49:22
482,Zhuhai,22.2769,113.5678,86.97,84,0,8.05,CN,2021-09-29 14:49:23
483,Dalbandin,28.8947,64.4101,91.09,13,24,5.37,PK,2021-09-29 14:49:23
484,Kutum,14.2,24.6667,88.56,19,31,10.45,SD,2021-09-29 14:49:23
485,Isla Vista,34.4133,-119.861,68.31,63,1,0.0,US,2021-09-29 14:49:24
486,Coihaique,-45.5752,-72.0662,49.95,43,75,9.22,CL,2021-09-29 14:46:23
487,Mayumba,-3.432,10.6554,77.65,82,72,10.29,GA,2021-09-29 14:49:24
488,Biak,-0.9131,122.8766,76.77,83,98,5.19,ID,2021-09-29 14:49:24
489,San Jose,37.3394,-121.895,59.5,73,75,3.44,US,2021-09-29 14:48:56
490,Adamas,36.7333,24.4333,72.82,70,1,27.27,GR,2021-09-29 14:49:25
491,Bosaso,11.2842,49.1816,89.58,70,0,11.5,SO,2021-09-29 14:49:25
492,Paita,-5.0892,-81.1144,68.56,70,7,6.78,PE,2021-09-29 14:49:26
493,Necochea,-38.5473,-58.7368,61.03,55,4,13.35,AR,2021-09-29 14:49:06
494,Quatre Cocos,-20.2078,57.7625,73.51,70,57,13.91,MU,2021-09-29 14:49:26
495,Ust-Ordynskiy,52.805,104.7508,35.44,90,17,4.43,RU,2021-09-29 14:49:26
496,Veraval,20.9,70.3667,79.61,90,100,22.64,IN,2021-09-29 14:49:27
497,Yenagoa,4.9247,6.2642,83.57,71,100,5.19,NG,2021-09-29 14:49:27
498,Dargaville,-35.9333,173.8833,50.99,86,18,7.52,NZ,2021-09-29 14:49:27
499,Vilhena,-12.7406,-60.1458,95.04,30,73,4.0,BR,2021-09-29 14:49:28
500,Hailey,43.5196,-114.3153,30.06,64,1,5.75,US,2021-09-29 14:49:28
501,Mogok,22.9167,96.5,65.55,99,40,1.63,MM,2021-09-29 14:49:28
502,Batagay,67.6333,134.6333,22.89,74,12,3.38,RU,2021-09-29 14:49:29
503,Sheridan,44.8333,-106.9173,52.18,39,90,1.01,US,2021-09-29 14:49:29
504,Bambanglipuro,-7.95,110.2833,62.6,88,91,5.79,ID,2021-09-29 14:49:30
505,Nouadhibou,20.931,-17.0347,78.46,61,5,20.47,MR,2021-09-29 14:49:30
506,Sambava,-14.2667,50.1667,73.04,78,85,14.23,MG,2021-09-29 14:49:30
507,Springfield,37.2153,-93.2982,74.68,91,90,5.01,US,2021-09-29 14:48:25
508,Roald,62.5833,6.1333,67.12,59,0,6.91,NO,2021-09-29 14:49:31
509,Honolulu,21.3069,-157.8583,76.86,70,20,1.99,US,2021-09-29 14:46:15
510,Borogontsy,62.6683,131.1683,33.21,47,53,10.89,RU,2021-09-29 14:49:31
511,Jasper,37.2001,-94.3502,76.23,75,20,3.0,US,2021-09-29 14:49:32
512,Botwood,49.1499,-55.3482,53.08,96,100,2.91,CA,2021-09-29 14:49:32
513,Deer Lake,49.1667,-57.4316,51.66,87,90,3.44,CA,2021-09-29 14:49:32
514,Lavrentiya,65.5833,-171.0,34.23,97,100,10.16,RU,2021-09-29 14:49:33
515,Takaka,-40.85,172.8,55.56,90,89,9.17,NZ,2021-09-29 14:49:33
516,Fare,-16.7,-151.0167,78.17,76,1,17.0,PF,2021-09-29 14:49:33
517,Yaan,7.3833,8.5667,75.65,89,100,1.74,NG,2021-09-29 14:49:34
518,Acucena,-19.0731,-42.5464,89.11,35,3,6.46,BR,2021-09-29 14:49:34
519,Kasempa,-13.4584,25.8338,88.93,20,77,6.8,ZM,2021-09-29 14:49:34
520,Pitimbu,-7.4706,-34.8086,84.79,71,39,15.08,BR,2021-09-29 14:49:34
521,Camacupa,-12.0167,17.4833,88.45,21,69,4.92,AO,2021-09-29 14:49:35
522,Boden,65.8252,21.6886,46.4,81,49,6.2,SE,2021-09-29 14:49:35
523,Buchanan,5.8808,-10.0467,89.56,73,58,9.28,LR,2021-09-29 14:49:35
524,Renfrew,55.872,-4.3925,57.24,69,40,13.8,GB,2021-09-29 14:45:23
525,Kultuk,51.7208,103.6956,34.34,89,100,2.68,RU,2021-09-29 14:49:36
526,Ajdabiya,30.7554,20.2263,80.11,64,0,15.3,LY,2021-09-29 14:49:36
527,Vila Franca Do Campo,37.7167,-25.4333,75.61,72,41,5.37,PT,2021-09-29 14:49:37
528,Kodinar,20.7903,70.7031,78.51,93,100,19.77,IN,2021-09-29 14:49:37
529,Chicama,-7.8447,-79.1469,59.54,61,14,6.98,PE,2021-09-29 14:49:37
530,Mount Isa,-20.7333,139.5,78.57,57,40,6.91,AU,2021-09-29 14:49:38
531,Ladario,-19.0047,-57.6017,97.09,38,6,9.22,BR,2021-09-29 14:49:38
532,Casas Adobes,32.3234,-110.9951,75.09,61,5,1.99,US,2021-09-29 14:49:38
533,Dolores,-36.3132,-57.6792,63.57,60,5,13.0,AR,2021-09-29 14:49:38
534,Port Shepstone,-30.7414,30.455,64.24,88,100,8.34,ZA,2021-09-29 14:49:39
535,Cortez,37.3489,-108.5859,55.69,96,90,3.44,US,2021-09-29 14:49:39
536,Tlatlauquitepec,19.85,-97.4833,66.78,73,95,1.25,MX,2021-09-29 14:49:39
537,Tera,14.0078,0.7531,101.55,20,24,9.93,NE,2021-09-29 14:49:40
538,Iskateley,67.6803,53.1512,43.77,93,93,8.84,RU,2021-09-29 14:49:40
539,Westport,41.1415,-73.3579,65.25,65,1,1.01,US,2021-09-29 14:49:40
540,Dingzhou,38.5131,114.9956,66.31,84,0,1.16,CN,2021-09-29 14:49:41
541,La Raya De Santa Maria,8.1667,-80.8167,82.2,74,73,3.36,PA,2021-09-29 14:49:41
542,Kahului,20.8947,-156.47,76.84,85,75,5.75,US,2021-09-29 14:49:41
543,Zhovtneve,50.6637,24.2492,62.26,58,11,13.42,UA,2021-09-29 14:49:41
544,Tabuk,17.4189,121.4443,75.58,93,41,3.38,PH,2021-09-29 14:49:42
