City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
693,Manokwari,ID,84.76,broken clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
694,Effingham,US,75.83,clear sky,32.3669,-81.3332,Countryside Village
695,Bilma,NE,81.61,few clouds,18.6853,12.9164,Expeditions Ténére voyages
698,Gizo,SB,84.83,light rain,-8.103,156.8419,Imagination Island
699,Xuanzhou,CN,80.76,clear sky,30.9525,118.7553,Nanfang Hotel
700,Catuday,PH,82.76,clear sky,16.2923,119.8062,Benjie's Kubo & Cottages
704,Olinda,BR,78.53,light rain,-8.0089,-34.8553,Hotel Albergue de Olinda
705,Tshikapa,CD,70.81,overcast clouds,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
707,Aguas Verdes,PE,69.98,overcast clouds,-3.4814,-80.245,Sol Del Sur Hotel
709,Jacksonville,US,75.97,mist,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
710,Labuhan,ID,89.37,clear sky,-6.8844,112.2051,PT PPI Lamongan Tambak C
711,Itarema,BR,78.46,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
713,Xapuri,BR,73.29,broken clouds,-10.6517,-68.5044,Pousada dos Chapurys
